district_code,district_name,state_code,state_name,complex_code,court_name,est_code,cino,case_no,fil_no,fil_year,reg_no,reg_year,type_name,date_of_decision,date_of_filing,dt_regis,disp_name,disp_nature
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040001112017,203300000032017,77,2017,3,2017,M.,2017-04-10,2017-01-13,2017-01-16,DISPOSED,8
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010080992018,202400008902018,4524,2018,890,2018,CT Cases,NA,2018-12-05,2018-12-13,NA,0
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010051222019,202400004582019,2969,2019,458,2019,CT Cases,NA,2019-07-29,2019-07-30,NA,0
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010074052019,202400007202019,4235,2019,720,2019,CT Cases,NA,2019-10-25,2019-10-30,NA,0
10,South,26,Delhi,1,"District and Sessions Judge, South, Saket",DLST01,DLST010090342017,202400028112017,5357,2017,2811,2017,CT Cases,2017-12-06,2017-11-16,2017-11-24,DISMISSED AS WITHDRAWN,25
4,North,26,Delhi,1,"District and Sessions Judge, North, RHC",DLNT01,DLNT010005992018,203800001342018,320,2018,134,2018,EX.,NA,2018-01-16,2018-02-12,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026352018,203300000332018,1948,2018,33,2018,M.,2020-02-20,2018-05-17,2018-05-17,DISMISSED AS COMPROMISED,38
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019382017,203300000232017,1415,2017,23,2017,M.,NA,2017-08-02,2017-08-02,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024472017,203300000342017,1773,2017,34,2017,M.,2018-04-18,2017-09-18,2017-09-18,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040032572018,203300000412018,2418,2018,41,2018,M.,2019-10-23,2018-10-26,2018-10-29,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040011852016,203300560062016,17531,2016,56006,2016,M.,2017-10-09,2016-05-04,2016-05-10,Transfer,64
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040031962018,203300000382018,2367,2018,38,2018,M.,2019-08-31,2018-10-16,2018-10-16,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040002162017,203300000082017,152,2017,8,2017,M.,2017-03-31,2017-01-16,2017-01-25,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019232018,203300000212018,1423,2018,21,2018,M.,2018-08-10,2018-05-31,2018-05-31,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009402018,203300000092018,699,2018,9,2018,M.,2019-01-24,2018-01-12,2018-01-12,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026262017,203300000402017,1903,2017,40,2017,M.,2018-10-30,2017-10-03,2017-10-13,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040012342016,203300560072016,17560,2016,56007,2016,M.,2017-07-26,2016-05-12,2016-05-14,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040002322017,203300000092017,164,2017,9,2017,M.,2018-04-06,2017-01-24,2017-01-27,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009062018,203300000052018,676,2018,5,2018,M.,NA,2018-02-05,2018-02-05,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040003812017,203300000102017,272,2017,10,2017,M.,NA,2017-02-13,2017-02-14,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009412018,203300000082018,700,2018,8,2018,M.,2018-12-03,2018-01-03,2018-01-03,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024392018,203300000282018,1803,2018,28,2018,M.,NA,2018-03-17,2018-03-17,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040036152019,203300000302019,2656,2019,30,2019,M.,NA,2019-10-25,2019-11-02,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020452017,203300000262017,1493,2017,26,2017,M.,2017-12-01,2017-04-22,2017-04-22,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040030522016,203300560302016,18889,2016,56030,2016,M.,NA,2016-12-07,2016-12-08,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024572016,203300560222016,18463,2016,56022,2016,M.,2017-05-11,2016-09-28,2016-09-28,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019192018,203300000172018,1419,2018,17,2018,M.,NA,2018-03-17,2018-03-17,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019992017,203300000242017,1457,2017,24,2017,M.,2019-02-14,2017-08-05,2017-08-05,DISMISSED FOR NON-PROSECUTION,26
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015922017,203300000182017,1165,2017,18,2017,M.,2018-09-07,2017-05-19,2017-05-19,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040033572017,203300000462017,2440,2017,46,2017,M.,2019-02-26,2017-12-05,2017-12-05,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019202018,203300000182018,1420,2018,18,2018,M.,2018-09-26,2018-05-16,2018-05-16,DISMISSED AS WITHDRAWN,25
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026952018,203300000352018,1989,2018,35,2018,M.,2019-05-21,2018-08-30,2018-08-30,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024482017,203300000332017,1774,2017,33,2017,M.,2019-01-17,2017-09-11,2017-09-11,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020752017,203300000292017,1515,2017,29,2017,M.,2019-03-18,2017-08-18,2017-08-18,DISMISSED,6
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040022482018,203300000242018,1665,2018,24,2018,M.,2018-07-11,2018-07-11,2018-07-11,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015422016,203300560122016,17792,2016,56012,2016,M.,NA,2016-06-06,2016-06-08,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040018562017,203300000202017,1356,2017,20,2017,M.,2017-08-01,2017-07-26,2017-07-26,DISMISSED,6
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040031892017,203300000452017,2315,2017,45,2017,M.,2017-12-12,2017-07-24,2017-07-24,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040014352016,203300560102016,17707,2016,56010,2016,M.,NA,2016-05-27,2016-05-31,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020992016,203300560192016,18206,2016,56019,2016,M.,2017-04-13,2016-08-16,2016-08-22,DISMISSED,6
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019212018,203300000192018,1421,2018,19,2018,M.,2018-07-28,2018-05-25,2018-05-25,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020952016,203300560172016,18202,2016,56017,2016,M.,NA,2016-04-11,2016-08-22,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040002152017,203300000072017,151,2017,7,2017,M.,NA,2017-01-06,2017-01-25,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019222018,203300000202018,1422,2018,20,2018,M.,2018-08-16,2018-05-30,2018-05-30,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040000042017,203300000022017,4,2017,2,2017,M.,2017-03-22,2017-01-02,2017-01-04,WITHDRAWN,10
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040021442016,203300560212015,18239,2016,56021,2015,M.,2016-11-21,2015-09-29,2016-08-24,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015932017,203300000172017,1166,2017,17,2017,M.,NA,2017-05-20,2017-05-20,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026702018,203300000342018,1973,2018,34,2018,M.,2019-04-30,2018-08-27,2018-08-27,DISMISSED AS WITHDRAWN,25
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020982016,203300560202016,18205,2016,56020,2016,M.,2016-11-08,2016-08-09,2016-08-22,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040025022018,203300000302018,1850,2018,30,2018,M.,2019-03-08,2018-08-13,2018-08-13,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040018112018,203300000162018,1342,2018,16,2018,M.,2018-10-06,2018-06-02,2018-06-04,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026282017,203300000392017,1905,2017,39,2017,M.,NA,2017-09-21,2017-10-13,NA,0
9,West,26,Delhi,1,"District and Sessions Judge, West, THC",DLWT01,DLWT010057522017,203600000232017,2929,2017,23,2017,M,2017-07-11,2017-07-01,2017-07-03,ALLOWED,31
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040025032018,203300000312018,1851,2018,31,2018,M.,2018-08-27,2018-08-13,2018-08-13,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020732017,203300000282017,1513,2017,28,2017,M.,2017-08-31,2017-08-17,2017-08-17,WITHDRAWN,10
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024992016,203300560242016,18497,2016,56024,2016,M.,2018-12-01,2016-10-01,2016-10-01,INFRUCTUOUS,30
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040031952018,203300000372018,2366,2018,37,2018,M.,2019-10-16,2018-10-16,2018-10-16,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040035762019,203600000062019,947,2019,6,2019,M,NA,2019-10-23,2019-10-30,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009422018,203300000062018,701,2018,6,2018,M.,2019-08-13,2018-02-07,2018-02-07,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040013252018,203300000132018,986,2018,13,2018,M.,2019-10-09,2018-04-16,2018-04-16,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040000012008,203300559272016,65331,2008,55927,2016,M.,2019-09-21,2008-10-03,2008-10-03,SINE-DIE,11
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040021002016,203300560182016,18207,2016,56018,2016,M.,2018-11-16,2016-08-16,2016-08-22,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040016142017,203300000192017,1181,2017,19,2017,M.,2019-02-13,2017-07-04,2017-07-04,DISMISSED FOR NON-PROSECUTION,26
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015092017,203300000162017,1103,2017,16,2017,M.,2017-09-09,2017-06-05,2017-06-06,COMPROMISED,21
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040016402016,203300560132016,17863,2016,56013,2016,M.,2016-10-07,2016-07-05,2016-07-05,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040022982018,203300000262018,1702,2018,26,2018,M.,2018-12-11,2018-07-21,2018-07-21,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040000052017,203300000012017,5,2017,1,2017,M.,2017-03-22,2017-01-02,2017-01-04,WITHDRAWN,10
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026012018,203300000322018,1922,2018,32,2018,M.,NA,2018-08-13,2018-08-13,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040016702016,203300560142016,17883,2016,56014,2016,M.,2016-08-30,2016-07-08,2016-07-08,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040026272017,203300000412017,1904,2017,41,2017,M.,2017-12-04,2017-10-03,2017-10-13,UNTRACED,46
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040032582018,203300000402018,2419,2018,40,2018,M.,NA,2018-10-26,2018-10-29,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040017422016,203300560152016,17932,2016,56015,2016,M.,2017-05-15,2016-03-23,2016-07-15,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040017662016,203300560162016,17950,2016,56016,2016,M.,2017-05-01,2016-07-14,2016-07-14,WITHDRAWN,10
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020572018,203300000232018,1526,2018,23,2018,M.,2019-11-16,2018-07-05,2018-07-05,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040018772017,203300000212017,1372,2017,21,2017,M.,2019-05-31,2017-07-28,2017-07-28,ALLOWED,31
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040012392016,203300560082015,17565,2016,56008,2015,M.,2017-04-19,2015-04-10,2016-05-14,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040015132018,203300000152018,1130,2018,15,2018,M.,2018-10-03,2018-05-10,2018-05-15,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040019872018,203300000222018,1470,2018,22,2018,M.,2019-01-25,2018-07-05,2018-07-05,DISMISSED AS WITHDRAWN,25
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040022972018,203300000252018,1701,2018,25,2018,M.,NA,2018-07-10,2018-07-10,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040002932018,203300000032018,212,2018,3,2018,M.,2018-01-06,2018-01-06,2018-01-06,DISPOSED,8
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040014732016,203300560112016,17736,2016,56011,2016,M.,2016-08-11,2016-06-03,2016-06-03,ALLOWED,31
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040033592017,203300000482017,2442,2017,48,2017,M.,NA,2017-11-24,2017-11-24,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024492017,203300000322017,1775,2017,32,2017,M.,2018-09-05,2017-09-11,2017-09-15,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040000022009,203300559312016,23514,2009,55931,2016,M.,NA,2009-08-31,2009-08-31,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009772017,203300000142017,713,2017,14,2017,M.,2018-03-15,2017-04-18,2017-04-19,DISMISSED AS WITHDRAWN,25
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040010802016,203300560052016,17460,2016,56005,2016,M.,2016-07-28,2016-04-29,2016-04-29,WITHDRAWN,10
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040037992018,203300000492018,2832,2018,49,2018,M.,NA,2018-12-21,2018-12-22,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040024562016,203300560232016,18462,2016,56023,2016,M.,2019-07-22,2016-09-28,2016-09-28,DISMISSED IN DEFAULT,13
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040032812019,203600000032019,865,2019,3,2019,M,NA,2019-09-28,2019-10-09,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040014142016,203300560092016,17691,2016,56009,2016,M.,2017-11-02,2016-05-28,2016-05-30,RESTORATION,16
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040009392018,203300000072018,698,2018,7,2018,M.,NA,2018-02-13,2018-02-13,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040033582017,203300000472017,2441,2017,47,2017,M.,NA,2017-11-03,2017-11-03,NA,0
5,North West,26,Delhi,1,"Principal Judge Family Court, North-West, RHC",DLNW04,DLNW040020302016,203600000022016,17674,2016,2,2016,M,2017-09-08,2016-03-22,2016-08-12,WITHDRAWN,10
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010168782017,203600001272017,6075,2017,127,2017,MISC DJ ASJ,2017-12-23,2017-12-08,2017-12-11,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010006622019,203600000142019,239,2019,14,2019,MISC DJ ASJ,2019-04-16,2019-01-14,2019-01-15,ALLOWED,31
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020011762015,202104231692016,4940,2015,423169,2016,Cr. Case,2016-06-24,2015-04-29,2015-04-29,CONVICTED and FINED,7
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010061382016,202100423572016,11927,2016,42357,2016,Cr. Case,2018-07-05,2016-08-31,2016-09-01,ACQUITTED,1
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010198812018,203600001942018,31161,2018,194,2018,MISC DJ ASJ,2018-12-06,2018-12-01,2018-12-03,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020008372016,202104225562016,9086,2016,422556,2016,Cr. Case,2019-07-15,2016-05-03,2016-05-04,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010185662018,203600001752018,30537,2018,175,2018,MISC DJ ASJ,2018-10-30,2018-10-29,2018-10-30,DISMISSED AS WITHDRAWN,25
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010112782017,203600001082017,4342,2017,108,2017,MISC DJ ASJ,2018-01-06,2017-09-13,2017-09-14,DISMISSED,6
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010033122018,203600000252018,689,2018,25,2018,MISC DJ ASJ,2018-02-24,2018-02-07,2018-02-08,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010076942017,203600000712017,3116,2017,71,2017,MISC DJ ASJ,2017-07-13,2017-07-12,2017-07-13,DISMISSED AS WITHDRAWN,25
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020045122016,202104273072016,6000,2016,427307,2016,Cr. Case,2017-06-29,2016-03-17,2016-03-18,CONVICTED,2
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010121762018,203600000782018,24196,2018,78,2018,MISC DJ ASJ,2018-07-09,2018-06-07,2018-06-08,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010048992017,203600000502017,2056,2017,50,2017,MISC DJ ASJ,2017-06-07,2017-05-09,2017-05-11,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020046812015,202104267502016,15653,2015,426750,2016,Cr. Case,2017-07-10,2015-10-26,2015-10-26,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020092302018,202100016612018,9229,2018,1661,2018,Cr. Case,NA,2017-09-14,2018-01-30,NA,0
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010179262018,203600001692018,30284,2018,169,2018,MISC DJ ASJ,2018-10-23,2018-10-12,2018-10-15,ALLOWED,31
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010201022018,203600001972018,31266,2018,197,2018,MISC DJ ASJ,2018-12-07,2018-12-06,2018-12-07,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010112452018,203600000722018,22103,2018,72,2018,MISC DJ ASJ,2018-09-19,2018-05-29,2018-05-30,DISMISSED AS WITHDRAWN,25
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010177632018,203600001682018,30189,2018,168,2018,MISC DJ ASJ,2018-10-22,2018-10-09,2018-10-10,ALLOWED,31
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010109442017,203600001102017,4222,2017,110,2017,MISC DJ ASJ,2017-10-31,2017-09-06,2017-09-07,DISMISSED AS WITHDRAWN,25
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010128132018,203600000862018,24627,2018,86,2018,MISC DJ ASJ,2018-07-16,2018-07-05,2018-07-06,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010103422019,203600001132019,22566,2019,113,2019,MISC DJ ASJ,2019-09-16,2019-09-03,2019-09-04,ALLOWED,31
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020008512016,202104226102016,3132,2016,422610,2016,Cr. Case,2017-05-23,2016-02-09,2016-02-10,CONVICTED,2
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010084762019,203600000702019,21671,2019,70,2019,MISC DJ ASJ,2019-07-18,2019-07-16,2019-07-17,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020037142015,202104257022016,6380,2015,425702,2016,Cr. Case,2016-07-01,2015-05-28,2015-05-28,CONVICTED,2
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010166122018,203600001452018,29646,2018,145,2018,MISC DJ ASJ,2018-09-25,2018-09-13,2018-09-14,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020045342016,202104273462016,6392,2016,427346,2016,Cr. Case,2017-07-10,2016-03-22,2016-03-23,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020167682018,202100033502018,16763,2018,3350,2018,Cr. Case,NA,2017-06-09,2018-04-12,NA,0
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010168452018,203600001552018,29778,2018,155,2018,MISC DJ ASJ,2018-09-22,2018-09-18,2018-09-19,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020049122015,202104270742016,3773,2015,427074,2016,Cr. Case,2016-08-12,2015-03-31,2015-03-31,CONVICTED,2
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020043112015,202104263682016,14986,2015,426368,2016,Cr. Case,2016-07-23,2015-10-16,2015-10-16,CONVICTED,2
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010156852017,203600001262017,5786,2017,126,2017,MISC DJ ASJ,2018-01-09,2017-11-25,2017-11-27,ALLOWED,31
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010003752019,203600000082019,108,2019,8,2019,MISC DJ ASJ,2019-01-17,2019-01-08,2019-01-09,DISMISSED,6
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010173882017,203600001292017,6221,2017,129,2017,MISC DJ ASJ,2017-12-23,2017-12-14,2017-12-15,DISMISSED IN DEFAULT,13
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010074852017,203600000722017,3031,2017,72,2017,MISC DJ ASJ,2017-08-31,2017-07-07,2017-07-10,DISMISSED,6
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010081682019,203600000672019,21506,2019,67,2019,MISC DJ ASJ,2019-07-11,2019-07-08,2019-07-09,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010036162016,202100423522016,10465,2016,42352,2016,Cr. Case,2017-05-29,2016-06-10,2016-07-01,ACQUITTED,1
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010088082018,203600000512018,1986,2018,51,2018,MISC DJ ASJ,2018-04-23,2018-04-21,2018-04-23,DISMISSED AS WITHDRAWN,25
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020045132016,202104273082016,6001,2016,427308,2016,Cr. Case,2017-07-10,2016-03-17,2016-03-18,SETTLED IN LOK ADALAT,40
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010120042017,203600001112017,4653,2017,111,2017,MISC DJ ASJ,2017-10-07,2017-09-26,2017-10-07,DISPOSED,8
6,South West,26,Delhi,1,"Chief Metropolitan Magistrate, South-West, DWK",DLSW02,DLSW020009982016,202104229202016,9087,2016,422920,2016,Cr. Case,2017-06-29,2016-05-03,2016-05-04,CONVICTED,2
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010105992018,203600000652018,2524,2018,65,2018,MISC DJ ASJ,2018-05-31,2018-05-19,2018-05-21,DISPOSED,8
6,South West,26,Delhi,1,"District and Sessions Judge, South-West, DWK",DLSW01,DLSW010100912018,203600000572018,2374,2018,57,2018,MISC DJ ASJ,2018-05-11,2018-05-10,2018-05-11,DISPOSED,8
